0,1,2,3,4,5,6,7,8,9,10
5,12,275,0,20.4,654.75,506.3722448,172.6898526,113.975,113.975,69
5,12,276,0,22,795.54,400.6327093,243.0407066,137.054,137.054,59
5,12,277,0,23.7,883.07,241.2780002,284.8028002,150.307,150.307,49
5,12,278,0,25.3,861.03,148.103,278.2585734,247.0112927,148.103,42
5,12,279,0,26.8,774.05,134.405,235.9134535,400.6151749,134.405,37
5,12,280,0,27.7,637.52,111.752,166.5949109,503.6766728,111.752,37
5,12,281,0,27.4,460.61,82.061,83.15343265,534.4654867,82.061,41
5,12,282,0,26.8,255.36,49.036,95.95872307,446.9299373,49.036,47
5,12,283,0,25.8,23.9,13.89,14.67386029,17.29066425,13.89,54
5,12,284,0,24.8,3,1.8,1.8,1.8,1.8,62
5,12,285,0,23.7,0,0,0,0,0,69
5,12,286,0,22.8,0,0,0,0,0,74
5,12,287,0,22,0,0,0,0,0,79
5,13,288,0,21.4,0,0,0,0,0,81
5,13,289,0,20.9,0,0,0,0,0,83
5,13,290,0,20.5,0,0,0,0,0,83
5,13,291,0,20.2,0,0,0,0,0,83
5,13,292,0,19.9,0,0,0,0,0,82
5,13,293,0,19.8,0,0,0,0,0,80
5,13,294,0,19.7,0,0,0,0,0,78
5,13,295,0,20,17.56,163.8428477,62.10434029,6.756,6.756,75
5,13,296,0,20.9,83,49.8,49.8,49.8,49.8,72
5,13,297,0,22.1,165,99,99,99,99,68
5,13,298,0,23.3,251,150.6,150.6,150.6,150.6,64
5,13,299,0,24.5,544.9,386.6012266,208.5583546,178.99,178.99,60
5,13,300,0,25.7,389,233.4,233.4,233.4,233.4,56
5,13,301,0,26.8,720.94,279.6556246,300.9556036,231.594,231.594,53
5,13,302,0,27.8,420,252,252,252,252,52
5,13,303,0,28.6,387,232.2,232.2,232.2,232.2,52
5,13,304,0,29.2,594.03,182.403,215.7767784,433.5993738,182.403,53
5,13,305,0,29.5,470.06,140.006,142.5974718,469.5756696,140.006,56
5,13,306,0,29,330.69,93.569,142.4346843,492.0870413,93.569,60
5,13,307,0,27.8,81.55,37.655,57.49208109,122.1104208,37.655,65
5,13,308,0,26.5,15,9,9,9,9,70
5,13,309,0,25.8,0,0,0,0,0,75
5,13,310,0,25.7,0,0,0,0,0,79
5,13,311,0,25,0,0,0,0,0,83
5,14,312,0,23.7,0,0,0,0,0,86
5,14,313,0,22,0,0,0,0,0,88
5,14,314,0,20.3,0,0,0,0,0,90
5,14,315,0,18.8,0,0,0,0,0,91
5,14,316,0,17.8,0,0,0,0,0,92
